Date,Open,High,Low,Close,Volume (BTC)
2015-10-10,244.93,246.41,243.5,246.01,4196.52667741
2015-10-11,245.93,248.73,243.75,247.99,4868.94170189
2015-10-12,247.92,248.45,245.21,246.17,5203.50998203
2015-10-13,246.15,253.43,244.0,251.25,16746.3196923
2015-10-14,251.08,255.95,250.1,253.5,10143.2669366
2015-10-15,253.5,257.5,253.44,255.19,10462.8704923
2015-10-16,255.19,267.83,254.91,263.45,21966.8422781
2015-10-17,263.47,275.19,258.32,272.9,42840.6676771
2015-10-18,272.9,274.66,263.3,265.01,15347.1930916
2015-10-19,265.29,268.28,262.35,265.1,10903.419169
2015-10-20,265.02,273.97,264.39,270.97,14439.6440851
2015-10-21,270.99,272.28,264.1,267.8,10617.4462959
2015-10-22,267.99,279.97,267.3,275.83,27240.7695845
2015-10-23,275.83,280.9,275.15,279.21,15857.5633378
2015-10-24,279.04,284.47,279.0,284.19,13934.5865672
2015-10-25,284.19,295.99,281.2,284.79,40017.6507969
2015-10-26,284.7,287.92,282.25,287.22,17157.5562752
2015-10-27,287.22,298.86,286.71,295.29,26822.8422907
2015-10-28,295.29,307.99,295.29,304.5,35610.6397049
2015-10-29,304.5,321.53,301.5,314.88,51213.8433123
2015-10-30,314.23,336.0,313.82,328.19,62862.1079376
2015-10-31,328.2,335.87,307.2,316.0,42942.3117878
2015-11-01,316.0,333.49,313.6,330.23,25673.0870176
2015-11-02,330.23,373.12,326.8,365.33,71218.1479877
2015-11-03,365.08,423.88,361.11,405.0,171790.927933
2015-11-04,404.98,504.0,366.66,409.24,274465.728234
2015-11-05,409.23,449.95,370.0,387.14,157865.945783
2015-11-06,387.93,396.78,351.2,375.56,106625.955543
2015-11-07,375.56,392.23,371.32,384.99,34416.7134629
2015-11-08,384.28,390.33,365.56,374.1,30831.923011
2015-11-09,374.52,388.99,360.0,381.1,38111.9548491
2015-11-10,381.1,383.4,327.02,340.18,88482.2746787
2015-11-11,340.18,343.79,300.28,314.45,117015.476816
2015-11-12,314.45,346.44,314.14,336.84,57235.7452055
2015-11-13,336.86,343.75,326.22,338.53,29935.6302297
2015-11-14,338.54,340.72,328.5,333.37,20324.6267693
2015-11-15,333.39,336.6,315.0,320.52,31597.1678629
2015-11-16,320.8,335.0,315.2,332.1,25747.0142364
2015-11-17,332.16,342.5,331.05,336.29,27167.9770199
2015-11-18,336.29,338.99,327.91,335.94,15625.5383197
2015-11-19,335.83,336.57,324.02,326.5,18932.5528605
2015-11-20,326.49,326.77,309.46,322.2,30160.0102475
2015-11-21,322.29,329.35,318.95,327.84,10478.8557162
2015-11-22,327.84,327.85,320.36,324.66,7051.90999034
2015-11-23,324.66,327.5,320.9,323.63,7775.67515741
2015-11-24,323.65,323.77,315.55,320.1,9618.01049005
2015-11-25,320.49,332.43,316.02,329.85,20518.1656995
2015-11-26,329.85,369.9,329.35,354.0,81485.1298224
2015-11-27,354.0,367.0,348.18,358.9,34902.8588615
2015-11-28,359.0,362.44,351.0,358.6,19427.6777884
2015-11-29,358.54,376.0,355.17,373.89,25779.9895178
2015-11-30,373.84,384.99,368.11,376.88,47494.9373784
2015-12-01,376.89,379.99,353.1,362.59,44093.4687138
2015-12-02,362.59,363.22,346.13,359.12,31554.7711215
2015-12-03,359.12,371.5,352.25,360.53,27383.7998961
2015-12-04,360.62,364.4,354.31,363.17,14651.487496
2015-12-05,363.04,395.0,362.08,389.79,46136.895401
2015-12-06,390.01,407.57,386.01,390.6,60580.329364
2015-12-07,390.88,404.24,384.53,396.7,33608.0216661
2015-12-08,397.0,422.39,388.37,422.0,33197.5458616
2015-12-09,422.0,426.59,405.0,418.73,52054.2107085
2015-12-10,418.86,421.82,411.09,414.94,21325.4436757
2015-12-11,414.88,458.99,414.8,457.0,75607.4008833
2015-12-12,456.32,475.04,402.5,435.61,104578.32401
2015-12-13,435.61,443.92,415.24,433.36,33644.4114141
2015-12-14,432.91,450.0,427.3,442.59,27298.3671313
2015-12-15,442.55,467.29,442.51,466.01,41284.0145816
2015-12-16,466.43,469.99,440.0,454.94,67032.8754023
2015-12-17,454.94,458.56,446.21,455.57,17826.0175517
2015-12-18,455.71,466.6,450.1,463.52,27045.4316643
2015-12-19,463.51,467.0,452.0,462.44,21214.6797221
2015-12-20,462.45,462.78,431.5,442.62,46317.8463263
2015-12-21,442.62,447.45,424.37,437.52,43153.4582343
2015-12-22,437.81,443.64,433.0,435.65,18486.2109485
2015-12-23,435.05,445.76,433.62,442.62,16464.7867775
2015-12-24,442.62,459.1,442.45,456.13,19865.7383194
2015-12-25,456.02,460.0,445.0,455.47,15176.7280263
2015-12-26,455.3,460.05,405.5,416.51,96470.8738975
2015-12-27,416.35,424.89,407.0,422.32,27798.8155107
2015-12-28,421.82,429.0,417.01,420.24,24284.3300766
2015-12-29,420.11,433.55,418.01,431.79,22073.5631997
2015-12-30,431.77,434.0,420.0,423.55,22247.5964583
2015-12-31,423.51,432.59,412.5,429.02,21403.6592821
2016-01-01,429.17,436.49,426.26,433.98,13077.6689081
2016-01-02,433.89,435.8,430.0,432.7,6347.95293087
2016-01-03,432.66,433.07,421.73,428.39,19201.8333632
2016-01-04,428.63,435.67,426.97,432.9,12950.3820325
2016-01-05,432.61,434.91,427.91,431.84,11172.0038173
2016-01-06,431.99,432.24,425.03,428.89,9440.11476438
2016-01-07,428.2,462.0,427.11,458.78,55383.3211268
2016-01-08,458.41,465.0,446.55,454.0,29967.8530869
2016-01-09,454.0,456.01,447.07,449.23,8950.47934716
2016-01-10,449.23,450.26,441.01,449.35,13778.2559666
2016-01-11,449.34,452.49,443.42,449.26,14809.0026199
2016-01-12,449.26,449.98,427.01,432.04,20739.2843792
2016-01-13,431.99,436.36,416.0,431.11,33149.4077133
2016-01-14,431.09,435.0,426.0,429.25,13304.5377862
2016-01-15,429.27,429.43,357.02,359.16,123870.53485
2016-01-16,359.16,392.5,352.5,388.4,74056.4601931
2016-01-17,388.43,393.31,378.76,382.02,20715.0043007
2016-01-18,382.11,390.0,375.01,387.1,19467.0440437
2016-01-19,387.04,388.61,377.41,378.93,17187.6360388
2016-01-20,378.94,428.0,375.01,419.55,82802.5015289
2016-01-21,419.65,424.57,405.0,411.01,29020.2464756
2016-01-22,411.0,411.2,371.25,380.96,62211.4159951
2016-01-23,381.0,394.81,379.85,385.57,21470.918503
2016-01-24,385.55,407.33,385.1,402.77,23219.9278373
2016-01-25,402.76,402.77,384.0,390.96,22662.1473361
2016-01-26,390.91,398.0,386.66,391.41,13322.8704292
2016-01-27,391.23,396.99,389.66,394.97,8538.43203569
2016-01-28,394.7,395.48,375.01,378.39,25024.0811381
2016-01-29,378.15,386.0,360.03,377.6,62189.2193291
2016-01-30,377.4,380.6,374.0,376.56,10501.9479782
2016-01-31,376.31,378.9,362.57,365.52,14880.4786903
2016-02-01,365.58,379.27,363.23,371.42,24797.1967585
2016-02-02,371.22,374.8,369.69,372.9,10443.4621386
2016-02-03,372.9,374.0,365.65,368.98,13195.100736
2016-02-04,369.0,393.89,368.65,389.96,37330.493971
2016-02-05,389.98,393.0,384.19,386.54,16879.2358687
2016-02-06,386.54,386.54,365.0,373.75,40198.3776634
2016-02-07,373.71,377.8,369.17,372.01,13056.0623937
2016-02-08,372.26,377.0,369.01,370.49,16881.2055217
2016-02-09,370.29,377.96,370.04,374.31,9216.51889923
2016-02-10,374.43,387.0,373.13,381.17,33530.1378416
2016-02-11,380.97,383.23,372.25,377.99,14521.2680198
2016-02-12,378.0,383.53,377.04,382.94,10146.8358454
2016-02-13,382.94,393.0,382.55,393.0,14755.5376559
2016-02-14,392.99,408.66,392.93,408.3,29423.6760944
2016-02-15,408.3,412.5,395.23,399.9,30129.6851933
2016-02-16,400.08,408.77,398.66,407.27,13991.0567774
2016-02-17,407.37,421.9,405.16,414.88,30392.498801
2016-02-18,414.89,426.21,412.51,421.5,25228.6344294
2016-02-19,421.51,422.54,412.0,419.85,13268.5562468
2016-02-20,419.72,445.96,419.72,438.7,47471.2598546
2016-02-21,438.73,451.6,428.01,440.49,43007.3640973
2016-02-22,440.49,442.5,433.01,440.27,16337.4664399
2016-02-23,440.25,442.67,416.24,421.4,32380.1736953
2016-02-24,421.5,427.5,409.69,426.36,22390.466551
2016-02-25,426.36,430.0,419.5,424.88,13595.7603085
2016-02-26,424.89,435.9,419.83,435.49,18860.3418935
2016-02-27,435.49,438.6,431.81,434.3,11592.3533682
2016-02-28,434.03,437.89,422.1,434.45,19852.2710985
2016-02-29,434.46,445.0,430.51,438.99,20388.7504616
2016-03-01,439.53,442.79,427.26,434.82,19590.3240927
2016-03-02,434.99,436.45,421.11,422.09,16455.5907526
2016-03-03,421.7,424.43,416.4,420.56,20874.0514007
2016-03-04,420.19,423.99,407.5,408.82,21749.4198559
2016-03-05,408.71,410.14,389.0,397.36,46943.7914756
2016-03-06,397.37,409.5,392.01,403.75,19694.8652692
2016-03-07,403.77,415.8,401.51,412.7,15306.2213303
2016-03-08,412.62,416.0,406.0,411.35,10227.455512
2016-03-09,411.34,414.5,407.47,413.05,9027.75321888
2016-03-10,412.9,418.24,410.68,416.51,13709.0829207
2016-03-11,416.64,423.6,415.5,420.47,15464.7786427
2016-03-12,420.49,421.81,406.38,410.01,17020.4255446
2016-03-13,410.01,416.0,410.0,411.87,7628.34253444
2016-03-14,412.0,417.99,411.7,415.91,9210.4322585
2016-03-15,415.99,418.82,412.78,415.5,9632.10565438
2016-03-16,415.52,418.0,413.96,417.28,7066.70644692
2016-03-17,417.28,420.6,416.67,418.75,8308.82137835
2016-03-18,418.71,418.86,403.01,407.86,21090.8426335
2016-03-19,407.5,412.0,404.0,408.68,8942.95391114
2016-03-20,408.7,413.2,407.92,411.25,5655.4961424
2016-03-21,410.81,412.14,406.0,411.88,7818.38780842
2016-03-22,411.85,418.68,409.88,417.7,10196.1058122
2016-03-23,417.7,419.72,415.83,418.12,7195.02123423
2016-03-24,418.12,418.13,414.0,415.3,7559.67108636
2016-03-25,415.3,417.03,413.03,416.0,3690.24588063
2016-03-26,416.02,419.4,413.2,416.71,5039.73935942
2016-03-27,416.72,431.0,415.79,427.36,22410.7568962
2016-03-28,427.34,427.99,422.38,424.06,9241.01649983
2016-03-29,424.03,426.41,406.51,416.0,23306.7306002
2016-03-30,415.87,416.0,408.58,413.12,9037.93067535
2016-03-31,413.04,418.25,413.04,416.02,7268.31765999
2016-04-01,416.34,417.9,414.0,417.9,5456.76943887
2016-04-02,417.89,422.8,417.53,420.3,6070.78823934
2016-04-03,420.31,421.82,416.0,420.6,4254.11994825
2016-04-04,420.99,421.2,416.24,420.46,5751.29314238
2016-04-05,420.46,425.0,419.61,423.75,7261.82082675
2016-04-06,423.75,424.68,421.69,422.57,5680.19307306
2016-04-07,422.52,422.86,417.78,422.28,7727.14024559
2016-04-08,422.29,424.49,415.5,418.5,9847.57852609
2016-04-09,418.23,418.76,412.0,418.47,6326.97349855
2016-04-10,418.48,422.9,417.49,421.32,4248.0217564
2016-04-11,421.32,423.9,418.8,423.74,6404.8393151
2016-04-12,423.75,430.0,423.56,426.59,14772.7050722
2016-04-13,426.78,427.68,423.0,424.75,6666.45445863
2016-04-14,424.77,426.49,424.01,426.01,4132.51666239
2016-04-15,426.01,432.49,426.01,431.48,15836.3444329
2016-04-16,431.06,435.67,430.47,432.04,7705.23014106
2016-04-17,432.52,433.49,426.37,428.51,8483.81721252
2016-04-18,428.51,430.91,426.52,430.03,7577.09982227
2016-04-19,430.04,439.0,428.54,437.76,12049.7631653
2016-04-20,437.81,446.61,436.6,443.85,21245.4699757
2016-04-21,443.82,454.5,442.01,452.26,17836.1281487
2016-04-22,452.01,453.15,444.51,447.8,12208.124217
2016-04-23,447.79,454.95,445.67,453.69,10158.0887422
2016-04-24,453.41,464.99,450.18,463.02,24137.2266338
2016-04-25,463.33,471.58,455.0,461.77,25926.4859588
2016-04-26,461.77,471.99,461.77,468.14,18688.0035584
2016-04-27,468.14,470.17,443.0,444.85,40283.2248107
2016-04-28,445.14,450.83,435.0,450.46,25328.1470528
2016-04-29,450.52,457.49,445.8,455.32,13419.0298735
2016-04-30,455.33,455.98,445.01,446.6,10583.3700618
2016-05-01,446.79,452.99,445.69,451.11,3901.33894349
2016-05-02,451.12,452.5,436.0,443.73,29738.7340579
2016-05-03,443.99,452.0,440.1,450.39,12157.5720856
2016-05-04,450.21,450.98,445.07,447.38,7045.36356892
2016-05-05,447.22,451.68,445.51,448.4,10788.7269654
2016-05-06,448.32,466.0,448.0,461.18,26539.5196095
2016-05-07,461.36,463.05,458.3,460.2,7810.85492375
2016-05-08,460.34,461.62,456.04,459.87,6454.8718905
2016-05-09,459.88,465.4,457.8,461.56,15120.9467619
2016-05-10,461.23,465.0,445.01,450.7,22571.9390879
2016-05-11,450.7,454.68,450.01,452.28,8033.34446997
2016-05-12,452.28,456.75,445.91,455.01,18088.0116039
2016-05-13,455.0,457.66,452.0,455.76,7127.41790473
2016-05-14,455.75,458.86,454.0,455.8,3608.80902935
2016-05-15,455.8,460.67,454.31,457.89,5644.05214261
2016-05-16,457.95,458.95,451.0,453.01,8789.98783701
2016-05-17,453.0,454.91,451.0,453.24,7609.40911039
2016-05-18,452.71,457.0,451.53,453.52,7162.25703935
2016-05-19,453.52,454.71,433.0,434.55,30396.8125585
2016-05-20,434.99,443.14,433.0,441.57,14241.0157445
2016-05-21,441.57,442.16,435.3,440.81,6222.70927555
2016-05-22,440.88,441.0,435.1,437.48,7236.70601603
2016-05-23,437.4,444.4,436.51,443.51,7873.12727328
2016-05-24,443.53,447.85,442.39,445.03,8329.83371693
2016-05-25,445.0,450.51,442.5,449.09,12353.3923892
2016-05-26,449.09,454.8,446.01,453.95,9517.72213888
2016-05-27,453.58,482.31,453.58,472.01,59125.7898883
2016-05-28,472.01,543.0,471.0,526.02,74521.6329089
2016-05-29,527.0,570.0,512.11,531.0,83566.1345341
2016-05-30,529.97,548.5,521.11,532.89,32596.6757237
2016-05-31,533.14,546.5,518.0,530.69,49880.6118595
2016-06-01,530.69,546.12,523.75,536.79,27816.5585714
2016-06-02,536.91,544.0,532.37,538.8,16882.3688808
2016-06-03,538.9,579.94,535.65,570.87,48446.2917652
2016-06-04,570.82,593.89,560.1,572.87,39118.5241387
2016-06-05,573.08,586.47,564.64,574.02,28143.3010819
2016-06-06,574.01,588.6,573.93,585.34,27464.294823
2016-06-07,585.59,592.08,561.3,576.88,36112.7530344
2016-06-08,577.23,585.15,570.62,583.05,18084.1761621
2016-06-09,583.26,584.05,569.97,575.52,21873.8924211
2016-06-10,575.52,582.43,572.5,580.09,16178.0423942
2016-06-11,580.08,615.0,579.29,614.51,28441.7039068
2016-06-12,614.51,685.0,601.34,672.0,116432.040331
2016-06-13,671.98,719.0,658.0,705.87,117683.176155
2016-06-14,705.87,705.88,656.51,684.5,65715.5700168
2016-06-15,684.5,699.4,667.89,696.99,34104.0515539
2016-06-16,698.0,779.0,697.31,769.5,123792.10327
2016-06-17,769.46,780.0,702.01,747.95,97376.6511268
2016-06-18,747.7,789.78,720.0,757.6,66955.0889191
2016-06-19,757.63,775.0,739.0,767.3,26699.5309959
2016-06-20,767.31,767.77,721.0,743.9,46264.5357556
2016-06-21,742.98,742.98,635.37,668.6,102133.434818
2016-06-22,669.0,688.32,588.88,605.85,100527.243388
2016-06-23,605.87,639.0,555.56,625.8,122951.196343
2016-06-24,625.8,679.99,625.79,665.5,92367.9234868
2016-06-25,665.99,698.0,640.11,664.87,55625.8121891
2016-06-26,664.38,668.01,614.33,627.42,45122.5197124
2016-06-27,627.75,662.33,616.07,662.33,46177.3671531
2016-06-28,662.28,664.26,631.65,646.61,35578.3873074
2016-06-29,646.22,646.25,621.58,640.0,33257.9731991
2016-06-30,640.29,677.47,635.57,674.74,40248.0235075
2016-07-01,674.57,690.62,667.61,674.75,41619.5632906
2016-07-02,675.04,706.0,673.36,705.99,29202.5184462
2016-07-03,705.99,706.98,644.1,659.29,44643.7466386
2016-07-04,659.33,684.44,644.46,681.34,23524.4181546
2016-07-05,681.35,682.7,655.3,667.8,17404.8609863
2016-07-06,667.77,682.9,666.71,677.04,15922.7377049
2016-07-07,677.35,682.0,610.1,640.51,75728.026676
2016-07-08,640.33,666.66,633.75,664.8,32848.4892648
2016-07-09,664.42,664.43,620.0,648.11,46883.1586784
2016-07-10,648.12,651.47,636.09,649.72,10274.8647221
2016-07-11,649.08,662.6,643.4,647.95,13920.792178
2016-07-12,648.19,679.9,645.45,667.19,30215.611421
2016-07-13,667.07,669.87,652.51,653.7,17511.7915983
2016-07-14,653.61,667.5,649.89,659.78,20197.9307713
2016-07-15,660.18,669.95,658.11,665.5,9472.16958394
2016-07-16,665.5,669.65,659.12,665.33,5924.14414477
2016-07-17,665.33,689.96,663.61,683.2,20414.443628
2016-07-18,683.18,686.74,666.02,674.3,18078.6636251
2016-07-19,674.31,678.59,665.0,675.0,10947.2977349
2016-07-20,675.3,676.0,661.0,665.85,12852.4691121
2016-07-21,665.91,668.0,654.97,665.01,10702.0055967
2016-07-22,665.01,668.0,639.41,648.04,27841.9231127
2016-07-23,648.11,657.13,644.97,654.03,10004.5471687
2016-07-24,654.9,664.15,650.52,661.82,14018.7856541
2016-07-25,661.73,664.41,646.22,654.17,14838.3411047
2016-07-26,653.91,657.61,640.56,648.47,20359.8092716
2016-07-27,648.1,662.78,646.44,655.51,13286.8644006
2016-07-28,655.5,659.67,652.52,655.93,8880.20242111
2016-07-29,656.52,660.49,654.54,658.34,9227.87150603
2016-07-30,658.32,660.46,647.79,654.99,8090.96048464
2016-07-31,654.99,655.17,621.25,622.83,33255.804679
2016-08-01,622.83,627.35,605.01,608.29,31426.51603
2016-08-02,608.24,615.29,595.0,604.1,33013.9623375
2016-08-03,0.0,0.0,0.0,0.0,0.0
2016-08-04,0.0,0.0,0.0,0.0,0.0
2016-08-05,0.0,0.0,0.0,0.0,0.0
2016-08-06,0.0,0.0,0.0,0.0,0.0
2016-08-07,0.0,0.0,0.0,0.0,0.0
2016-08-08,0.0,0.0,0.0,0.0,0.0
2016-08-09,0.0,0.0,0.0,0.0,0.0
2016-08-10,579.0,614.5,579.0,590.28,21352.1111185
2016-08-11,590.5,599.75,584.59,591.27,15295.5624281
2016-08-12,591.26,593.0,584.0,585.5,6287.98760026
2016-08-13,585.5,590.02,582.0,583.73,6420.32283696
2016-08-14,583.73,583.75,564.0,569.41,7530.30904219
2016-08-15,569.65,575.75,562.99,564.64,7650.16951653
2016-08-16,564.55,579.0,564.0,574.17,6221.58467139
2016-08-17,574.23,578.5,569.0,571.83,5033.03121331
2016-08-18,571.95,578.75,569.71,572.21,6000.6229885
2016-08-19,572.33,577.25,570.82,573.51,2942.51726681
2016-08-20,573.61,582.75,571.25,582.1,3326.81486245
2016-08-21,582.01,584.27,580.0,581.42,2425.60721087
2016-08-22,581.5,589.99,581.28,588.01,4623.22707838
2016-08-23,588.01,590.69,581.1,583.54,4803.80673527
2016-08-24,583.55,586.91,580.0,580.32,5052.56705987
2016-08-25,580.23,581.14,574.01,577.2,3571.55271552
2016-08-26,576.89,579.51,575.06,578.02,1769.10070238
2016-08-27,578.09,578.99,567.23,568.55,2258.285485
2016-08-28,568.45,574.54,568.18,574.17,1518.12951235
2016-08-29,574.26,578.1,573.01,574.78,2800.79053777
2016-08-30,574.75,580.28,574.07,579.49,3195.79981424
2016-08-31,579.37,579.52,572.02,576.15,3511.25386186
2016-09-01,576.27,577.98,571.43,572.73,3616.49453131
2016-09-02,572.73,581.23,570.61,579.85,5670.91686647
2016-09-03,579.85,615.0,576.04,609.89,8205.25257421
2016-09-04,610.0,618.65,601.83,614.52,5061.10388377
2016-09-05,614.51,615.68,603.84,611.5,5077.20791116
2016-09-06,612.24,617.53,609.7,615.23,3089.90030138
2016-09-07,615.3,620.85,610.83,619.75,5526.08815432
2016-09-08,619.95,636.16,617.12,631.73,8271.43993824
2016-09-09,631.73,633.81,621.24,626.25,4271.1996237
2016-09-10,626.36,629.65,624.68,628.0,4044.14425778
2016-09-11,628.0,635.0,595.36,612.08,9640.78154317
2016-09-12,612.08,615.21,608.01,611.62,4972.78278704
2016-09-13,611.64,640.0,610.0,614.23,7273.90802996
2016-09-14,614.25,617.38,612.01,613.88,5932.2014428
2016-09-15,613.88,617.93,611.0,611.81,4374.86124848
2016-09-16,611.81,614.22,609.54,610.01,3703.33212784
2016-09-17,610.0,610.75,604.96,607.69,3566.49931965
2016-09-18,607.98,616.34,607.18,613.03,2932.95793227
2016-09-19,613.03,615.05,608.6,609.79,2956.96640014
2016-09-20,609.79,612.01,600.01,600.14,3414.85985074
2016-09-21,600.13,601.18,591.0,597.43,7658.45169444
2016-09-22,597.43,598.7,595.92,597.08,2333.42531112
2016-09-23,597.08,603.99,595.95,603.29,1957.41100837
2016-09-24,603.28,606.0,601.0,602.55,943.40330697
2016-09-25,603.01,603.99,597.3,600.36,1385.71804476
2016-09-26,600.24,610.1,599.86,609.14,3113.73087306
2016-09-27,608.94,609.91,602.01,605.53,3196.8005667
2016-09-28,605.5,605.77,603.07,603.76,2052.84259047
2016-09-29,604.01,607.96,603.04,604.6,3144.33070204
2016-09-30,604.6,613.27,603.99,611.1,2363.90769959
2016-10-01,611.1,616.87,611.1,614.09,1900.06005168
2016-10-02,614.08,614.21,575.0,609.09,4967.64168069
2016-10-03,608.98,618.0,608.91,612.67,3284.72217779
2016-10-04,612.68,614.11,609.63,610.98,4006.4969625
2016-10-05,610.71,617.28,610.0,614.09,3411.1070412
2016-10-06,614.3,615.9,612.68,613.51,3075.05759652
2016-10-07,613.95,621.71,613.0,620.13,4853.35465297
2016-10-08,619.99,622.87,617.91,620.5,3113.2366971
2016-10-09,620.7,620.91,614.01,616.56,2735.93897282
2016-10-10,616.55,620.0,615.91,618.87,3178.06655812
2016-10-11,618.87,646.86,618.06,641.87,12434.7475691
2016-10-12,642.0,644.07,636.91,637.63,3854.24778624
2016-10-13,637.62,644.29,636.38,637.01,5009.93379241
2016-10-14,637.01,645.4,636.72,643.0,6637.09071324
2016-10-15,642.74,645.69,637.91,640.2,2402.26242554
2016-10-16,640.42,645.8,639.82,644.18,2389.29065568
2016-10-17,644.17,644.56,637.58,639.79,5018.0317722
2016-10-18,639.71,641.98,632.93,638.68,6087.91173668
2016-10-19,638.69,644.0,627.84,631.77,8991.46184485
2016-10-20,631.56,633.61,628.0,632.46,3336.85339327
2016-10-21,632.46,639.0,632.0,636.73,7218.71238716
2016-10-22,635.91,672.2,635.06,664.99,10094.5849819
2016-10-23,664.99,671.4,656.04,659.03,5729.98352418
2016-10-24,658.36,659.41,654.01,654.65,5695.45023816
2016-10-25,654.35,670.0,652.6,659.52,5525.77069839
2016-10-26,659.49,685.84,658.46,678.7,11694.7207574
2016-10-27,678.7,690.92,676.69,688.67,12929.474087
2016-10-28,688.29,695.34,681.08,693.47,10104.6272574
2016-10-29,693.32,724.0,691.42,714.51,15281.3597846
2016-10-30,714.74,716.66,696.96,702.55,12196.4548124
2016-10-31,702.57,709.0,687.6,701.02,8567.85971694
2016-11-01,701.01,746.55,701.01,734.6,22309.5425613
2016-11-02,734.6,751.47,723.59,750.85,9392.42912698
2016-11-03,751.1,754.66,676.0,692.51,28203.1650261
2016-11-04,692.66,710.9,686.42,707.62,14558.2856555
2016-11-05,708.15,713.88,700.82,708.89,6022.25996563
2016-11-06,709.14,721.61,700.01,713.95,7163.32896867
2016-11-07,713.8,713.8,700.02,705.55,3788.61245453
2016-11-08,705.42,717.99,703.0,711.99,9870.58000188
2016-11-09,711.98,743.06,708.5,724.54,15100.0995733
2016-11-10,723.37,725.0,709.13,714.87,4457.54406507
2016-11-11,714.87,719.37,712.03,716.22,4914.19872949
2016-11-12,716.61,716.99,700.1,703.57,5914.20699191
2016-11-13,703.56,706.47,687.6,703.64,8691.96006393
2016-11-14,703.61,709.91,698.76,707.43,6011.54651731
2016-11-15,707.44,720.05,707.4,712.17,7936.33043228
2016-11-16,712.0,747.49,710.0,744.98,17948.5067143
2016-11-17,744.98,763.85,735.0,740.67,14889.3087469
2016-11-18,740.01,759.89,734.5,753.97,6962.71085661
2016-11-19,753.91,759.99,740.0,752.9,6044.662876
2016-11-20,752.17,757.0,711.16,729.67,13912.6238054
2016-11-21,729.68,740.6,728.08,738.99,7200.7851153
2016-11-22,739.0,753.91,733.25,749.85,9485.31653992
2016-11-23,749.85,750.91,730.79,742.0,5581.25749339
2016-11-24,741.99,744.32,727.61,737.61,6069.21753303
2016-11-25,737.67,741.12,730.0,740.36,4062.25913716
2016-11-26,739.77,740.99,720.0,731.19,4490.18685577
2016-11-27,731.27,736.19,722.5,724.9,3495.31780063
2016-11-28,724.99,734.99,724.99,731.52,4139.05898631
2016-11-29,731.52,734.89,728.68,731.05,5649.69631816
2016-11-30,731.06,743.14,728.98,739.0,5529.47175159
2016-12-01,739.0,756.0,738.8,755.36,13400.3128641
2016-12-02,755.42,779.21,755.15,774.88,13415.189943
2016-12-03,774.87,774.87,755.98,765.46,5730.44318638
2016-12-04,765.98,769.99,758.82,768.5,4202.67589499
2016-12-05,768.5,769.0,744.59,750.62,10067.8722019
2016-12-06,750.85,758.5,750.44,757.36,5279.31102049
2016-12-07,757.18,774.92,746.16,765.01,10694.9544168
2016-12-08,765.02,773.2,762.66,765.01,4751.01944947
2016-12-09,765.01,772.72,765.0,770.5,3651.76507059
2016-12-10,770.5,777.77,769.99,772.9,3364.77600041
2016-12-11,773.01,773.73,761.84,770.21,4144.9434301
2016-12-12,770.21,785.0,770.21,777.99,6758.33976156
2016-12-13,777.99,788.87,762.89,775.0,5581.84400278
2016-12-14,775.0,781.16,771.15,774.49,3680.69569057
2016-12-15,774.5,780.12,774.5,777.43,3184.82202996
2016-12-16,777.78,785.06,775.85,784.17,4774.93017575
2016-12-17,784.17,793.0,782.93,790.99,6201.34973511
2016-12-18,790.99,792.8,784.36,790.21,2432.0011579
2016-12-19,790.18,792.27,787.75,790.59,2153.17342051
2016-12-20,790.59,802.33,787.86,797.99,6992.55928622
2016-12-21,797.99,830.5,794.95,829.99,16216.6405102
2016-12-22,829.34,874.0,825.0,853.48,10857.5574219
